address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,parking,heating,basement,attic,green_bldg,age_in_years, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
389 California Ave,Oakmont,PA,15139,"$205,000.00 ","2,352",4,2,1904,0,0,0,0,0,113,$87.16 ,0.4,Foreclosure,$200k-$350k,cluster3,One
2136 Berkshire Dr,Monroeville,PA,15146,"$205,000.00 ","1,350",3,3,1959,1,0,1,1,1,58,$151.85 ,1.8,House,$200k-$350k,cluster6,Three
201 Grant Street 503 # 503,Sewickley,PA,15143,"$205,000.00 ",,2,2,1978,0,0,0,1,0,39,,3,Co-op For Sale,$200k-$350k,cluster1,Four
S 19Th St,Pittsburgh,PA,15203,"$205,000.00 ","1,723",2,2,1915,1,1,1,0,0,102,$118.98 ,3.8,Auction,$200k-$350k,cluster5,Five
121 Linden St,Edgewood,PA,15218,"$205,000.00 ",,5,2,1905,0,0,0,1,1,,,3.3,House,$200k-$350k,cluster6,Three
352 Barclay Ave,Pittsburgh,PA,15221,"$205,000.00 ",,4,3,1977,1,1,0,0,1,40,,3.2,House,$200k-$350k,cluster2,Three
502 South Ave,Pittsburgh,PA,15221,"$205,000.00 ","4,752",9,3,2014,0,1,1,0,0,3,$43.14 ,4.3,Foreclosure,$200k-$350k,cluster3,One
5 Holland Dr,Pittsburgh,PA,15238,"$205,000.00 ",,,,1970,0,1,0,0,1,47,,3.2,Lot/Land,$200k-$350k,cluster2,Three
756 Rolling Green Dr,Bethel Park,PA,15102,"$204,900.00 ",,3,3,1958,1,1,0,1,0,59,,3.9,House,$200k-$350k,cluster1,Three
157 Elmwood Dr,Glenshaw,PA,15116,"$204,900.00 ",,3,2,1922,0,0,1,0,1,95,,4.2,House,$200k-$350k,cluster6,Three
133 Pagoda Dr,Monroeville,PA,15146,"$204,900.00 ",,4,4,1942,0,0,1,1,0,75,,3.5,House,$200k-$350k,cluster4,Two
420 Franklin Heights Dr,Monroeville,PA,15146,"$204,900.00 ",,4,3,1987,0,1,1,0,1,30,,3.5,House,$200k-$350k,cluster2,Three
351 Coleman Dr,Monroeville,PA,15146,"$204,900.00 ",,4,3,1936,0,0,0,1,1,81,,3.7,House,$200k-$350k,cluster6,Four
2 Thurner Dr,Pittsburgh,PA,15236,"$204,900.00 ","1,478",3,2,2004,1,1,0,0,1,13,$138.63 ,3.9,House,$200k-$350k,cluster2,Three
832 Bethany Dr,Pittsburgh,PA,15243,"$204,900.00 ","1,352",3,2,2007,1,1,1,1,0,10,$151.55 ,1,House,$200k-$350k,cluster4,Two
Saint Marie St,Pittsburgh,PA,15206,"$204,000.00 ","2,750",6,2,2000,0,1,0,0,1,17,$74.18 ,3.1,Auction,$200k-$350k,cluster5,Five
Winterburn Ave,Pittsburgh,PA,15207,"$204,000.00 ","2,895",6,2,1918,1,1,0,0,0,99,$70.47 ,3.4,Auction,$200k-$350k,cluster5,Five
Glenwood Dr,Pittsburgh,PA,15209,"$204,000.00 ","1,584",3,1,1901,1,0,1,0,0,116,$128.79 ,4.3,Auction,$200k-$350k,cluster5,Five
14 Dinell Dr,Pittsburgh,PA,15221,"$204,000.00 ","2,304",4,3,1983,1,0,0,0,1,34,$88.54 ,3.1,Townhouse,$200k-$350k,cluster2,Three
Graham Blvd,Pittsburgh,PA,15235,"$204,000.00 ","1,870",3,3,1940,1,1,0,1,1,77,$109.09 ,4.3,Auction,$200k-$350k,cluster5,Four
10 Walnut St Unit 12,Bellevue,PA,15202,"$203,800.00 ",,3,2,1991,0,1,0,1,0,,,4,Condo,$200k-$350k,cluster1,Three
10 Walnut St 12 # 12,Pittsburgh,PA,15202,"$203,800.00 ",,3,2,1979,0,1,0,1,0,38,,3.4,Townhouse,$200k-$350k,cluster1,Four
Lakeside Dr,Mc Kees Rocks,PA,15136,"$203,000.00 ","1,770",3,2,2013,1,1,0,0,0,4,$114.69 ,3.7,Auction,$200k-$350k,cluster5,Five
47Th St,Pittsburgh,PA,15201,"$203,000.00 ","2,340",4,2,2009,1,0,1,0,1,8,$86.75 ,3.4,Auction,$200k-$350k,cluster5,Five
N Euclid Ave,Pittsburgh,PA,15206,"$203,000.00 ","2,784",6,3,1989,0,0,1,0,0,28,$72.92 ,3.9,Auction,$200k-$350k,cluster5,Five
Margaret St,Pittsburgh,PA,15210,"$203,000.00 ","1,670",3,3,1922,1,1,1,1,1,95,$121.56 ,3.1,Auction,$200k-$350k,cluster5,Four
Locksley Dr,Pittsburgh,PA,15235,"$203,000.00 ","2,302",3,3,2005,1,1,1,0,1,12,$88.18 ,3.3,Auction,$200k-$350k,cluster5,Five
508 Crider Hill Rd,Pittsburgh,PA,15237,"$203,000.00 ","1,596",4,3,1908,1,1,1,1,1,109,$127.19 ,4.8,Foreclosure,$200k-$350k,cluster6,Three
Nocklyn Dr,Pittsburgh,PA,15237,"$203,000.00 ","1,155",3,1,1941,0,0,1,0,1,76,$175.76 ,4,Auction,$200k-$350k,cluster5,Five
42 Truman Cir,Mc Kees Rocks,PA,15136,"$202,727.00 ",,3,3,1988,1,0,1,0,0,29,,3.1,Townhouse,$200k-$350k,cluster4,Two
1 Ferguson Pl,Pittsburgh,PA,15223,"$201,000.00 ","3,456",8,4,1903,0,0,0,1,1,114,$58.16 ,4,Foreclosure,$200k-$350k,cluster6,Three
234 Klein Rd,Glenshaw,PA,15116,"$200,000.00 ",,,,2001,0,1,1,0,1,16,,3.5,Lot/Land,$100k-$500k,cluster2,Four
2879 Abbey Ln,South Park,PA,15129,"$200,000.00 ","1,715",4,3,1992,1,0,0,1,1,25,$116.62 ,4.3,House,$100k-$500k,cluster6,Four
201 Grant St Apt 502,Sewickley,PA,15143,"$200,000.00 ",,2,2,1972,0,0,1,0,0,45,,4.5,Co-op For Sale,$100k-$500k,cluster3,One
7108 Baker St,Pittsburgh,PA,15206,"$200,000.00 ","1,450",3,1,1907,0,0,1,0,1,110,$137.93 ,4.7,House,$100k-$500k,cluster6,Three
3722 Parviss St,Pittsburgh,PA,15212,"$200,000.00 ",,4,4,1993,1,0,1,0,1,24,,3.7,House,$100k-$500k,cluster6,Three
23 Bonvue St,Pittsburgh,PA,15214,"$200,000.00 ",,4,3,1952,1,0,1,0,0,65,,3.5,House,$100k-$500k,cluster4,Two
2213 Pauline Ave,Pittsburgh,PA,15216,"$200,000.00 ",,3,2,1942,0,1,0,0,1,75,,3.9,House,$100k-$500k,cluster2,Three
S Braddock Ave,Pittsburgh,PA,15218,"$200,000.00 ","1,992",3,1,1977,1,0,0,1,0,40,$100.40 ,4.3,Auction,$100k-$500k,cluster5,Five
Mapleton Ave,Pittsburgh,PA,15228,"$200,000.00 ","1,744",3,2,1949,0,0,0,0,1,68,$114.68 ,4.2,Auction,$100k-$500k,cluster5,Five
7955 Lindisfarne Dr,Pittsburgh,PA,15237,"$200,000.00 ","1,144",3,1,1969,1,0,0,0,1,48,$174.83 ,0.5,House,$100k-$500k,cluster2,Four
Kennebec Rd,Pittsburgh,PA,15241,"$200,000.00 ","2,308",3,3,1983,1,1,1,1,1,34,$86.66 ,3.7,Auction,$100k-$500k,cluster5,Four
428 Forest Estates Dr,Upper St Clair,PA,15241,"$200,000.00 ",,,,1978,1,0,0,1,1,,,4.6,Lot/Land,$100k-$500k,cluster6,Three
600 Manor Ln Lot 9,Pittsburgh,PA,15238,"$199,999.00 ",,,,2009,1,0,1,1,0,8,,3,Lot/Land,$100k-$500k,cluster4,Two
2825 Mcneal Rd,Allison Park,PA,15101,"$199,900.00 ",,0,,1979,0,1,1,0,1,38,,4.9,House,$100k-$500k,cluster2,Three
5911 Barnes Ave,Bethel Park,PA,15102,"$199,900.00 ","1,554",3,3,1989,0,1,1,0,0,28,$128.64 ,3.6,House,$100k-$500k,cluster3,One
1626 Middle Rd,Glenshaw,PA,15116,"$199,900.00 ",,0,,1989,1,0,0,1,0,28,,3.8,Apartment,$100k-$500k,cluster4,Two
606 Imperial Dr,Imperial,PA,15126,"$199,900.00 ",,2,4,1948,0,0,1,0,0,69,,4.1,Townhouse,$100k-$500k,cluster3,One
206 Pappan Dr,Imperial,PA,15126,"$199,900.00 ","1,746",2,4,1950,1,0,0,0,1,67,$114.49 ,4,House,$100k-$500k,cluster2,Four
15 Ewing Rd,Mc Kees Rocks,PA,15136,"$199,900.00 ",,3,2,1999,0,0,1,1,0,18,,1.3,House,$100k-$500k,cluster4,Two
1302 Deerfield Dr,Monroeville,PA,15146,"$199,900.00 ","1,998",5,3,1962,0,0,0,1,0,55,$100.05 ,0.3,House,$100k-$500k,cluster1,Four
1161 Harvard Rd,Monroeville,PA,15146,"$199,900.00 ","1,912",3,3,1991,1,1,0,0,1,26,$104.55 ,4.6,House,$100k-$500k,cluster2,Four
153 Leslie Rd,Monroeville,PA,15146,"$199,900.00 ","2,156",4,3,1957,1,0,1,1,0,60,$92.72 ,0.5,House,$100k-$500k,cluster4,Two
1 Ohio River Blvd,Sewickley,PA,15143,"$199,900.00 ",,0,,1910,1,0,0,0,1,107,,2.9,House,$100k-$500k,cluster2,Three
1310 Sarah St,Pittsburgh,PA,15203,"$199,900.00 ","2,194",4,3,1997,0,0,1,1,1,20,$91.11 ,1.7,House,$100k-$500k,cluster6,Four
406 Wingate Dr,Pittsburgh,PA,15205,"$199,900.00 ",,3,3,1919,0,1,0,0,0,98,,4.9,Townhouse,$100k-$500k,cluster3,One
239 Adger St,Pittsburgh,PA,15205,"$199,900.00 ","1,456",3,2,1942,0,1,0,0,1,75,$137.29 ,3,House,$100k-$500k,cluster2,Four
6524 Jackson St,Pittsburgh,PA,15206,"$199,900.00 ",,3,1,1904,0,0,0,1,0,113,,4.3,House,$100k-$500k,cluster1,Three
1905 Arlington Ave,Pittsburgh,PA,15210,"$199,900.00 ",,2,2,1970,0,1,0,1,1,47,,4.4,House,$100k-$500k,cluster1,Three
4271 Glen Lytle Rd,Pittsburgh,PA,15217,"$199,900.00 ",,3,2,1937,1,1,1,1,1,80,,3.5,House,$100k-$500k,cluster6,Three
546 Greendale Ave,Pittsburgh,PA,15218,"$199,900.00 ",,0,,1990,1,0,0,0,0,27,,4.8,Apartment,$100k-$500k,cluster3,One
112 Washington Pl Apt 17D,Pittsburgh,PA,15219,"$199,900.00 ",,1,2,1991,1,1,0,1,0,26,,3.9,Condo,$100k-$500k,cluster1,Four
244 Hazel Dr,Pittsburgh,PA,15228,"$199,900.00 ",,3,1,1982,0,1,1,1,0,35,,1.6,House,$100k-$500k,cluster1,Four
1424 N Franklin St,Pittsburgh,PA,15233,"$199,900.00 ",,4,2,2010,1,0,0,0,1,7,,4,House,$100k-$500k,cluster2,Four
1059 Evergreen Dr,Pittsburgh,PA,15235,"$199,900.00 ",,3,3,1910,1,0,0,1,0,107,,3.9,House,$100k-$500k,cluster4,Three
3714 Henley Dr,Pittsburgh,PA,15235,"$199,900.00 ",,4,4,1967,0,1,1,0,1,50,,3.1,House,$100k-$500k,cluster2,Three
131 Mcintyre Rd,Pittsburgh,PA,15237,"$199,900.00 ","1,792",4,4,1973,0,0,0,0,1,44,$111.55 ,3.9,House,$100k-$500k,cluster3,One
1540 Pinehurst Dr,Pittsburgh,PA,15241,"$199,900.00 ",,3,4,1937,0,0,1,0,1,80,,5,Townhouse,$100k-$500k,cluster6,Three
1259 Lakemont Dr,Pittsburgh,PA,15243,"$199,900.00 ",,3,2,2002,1,0,0,0,1,15,,3.4,House,$100k-$500k,cluster2,Three
1418 Pocono St,Pittsburgh,PA,15218,"$199,890.00 ","1,417",4,2,1961,0,1,0,1,1,56,$141.07 ,4.7,House,$100k-$500k,cluster1,Three
4347 Reece Dr,Pittsburgh,PA,15227,"$199,500.00 ",,3,2,1990,1,0,0,0,1,27,,4.6,House,$100k-$500k,cluster2,Three
355 Union Green Dr,Verona,PA,15147,"$199,200.00 ","1,800",4,3,2000,1,0,0,1,0,17,$110.67 ,3.1,House,$100k-$500k,cluster4,Two
769 Old Narrows Run Rd,Coraopolis,PA,15108,"$199,000.00 ",,4,1,1904,1,1,1,1,0,113,,4.8,House,$100k-$500k,cluster4,Two
108 Auriles St,Duquesne,PA,15110,"$199,000.00 ",,0,,1955,0,0,1,1,1,62,,3.6,Apartment,$100k-$500k,cluster6,Three
100 Balver St,Pittsburgh,PA,15205,"$199,000.00 ","1,471",3,2,2001,0,0,1,1,1,16,$135.28 ,1.2,For Sale by Owner,$100k-$500k,cluster6,Three
4242 Winterburn Ave,Pittsburgh,PA,15207,"$199,000.00 ",,3,2,1917,0,0,0,0,0,100,,3.1,House,$100k-$500k,cluster3,One
404 Cedar Ave Apt 5,Pittsburgh,PA,15212,"$199,000.00 ",,2,2,1929,0,1,0,1,1,88,,3.8,Condo,$100k-$500k,cluster1,Four
3108 Kennett Sq,Pittsburgh,PA,15213,"$199,000.00 ","1,411",3,1,1995,0,1,1,0,0,22,$141.03 ,3.2,House,$100k-$500k,cluster3,One
6372 Caton St,Pittsburgh,PA,15217,"$199,000.00 ",,3,2,1917,1,0,0,0,1,100,,4.8,House,$100k-$500k,cluster2,Three
1067 Flemington St,Pittsburgh,PA,15217,"$199,000.00 ","1,496",4,1,1939,1,0,1,1,1,78,$133.02 ,1.2,House,$100k-$500k,cluster6,Three
2305 Michael Dr,Pittsburgh,PA,15227,"$199,000.00 ",,3,3,1913,0,0,1,0,1,104,,4,Townhouse,$100k-$500k,cluster6,Four
4770 Barone Dr,Pittsburgh,PA,15227,"$199,000.00 ",,4,3,2012,1,1,0,0,1,5,,1.8,House,$100k-$500k,cluster2,Three
242 Adeline Ave,Pittsburgh,PA,15228,"$199,000.00 ",,3,1,1995,1,0,1,1,0,22,,3.7,House,$100k-$500k,cluster4,Two
1500 Cochran Road 704 # 704,Scott Twp Sal,PA,15243,"$199,000.00 ",,2,2,1902,1,0,0,0,0,,,3.9,Condo,$100k-$500k,cluster3,One
516 Diablo Dr,Bethel Park,PA,15102,"$198,500.00 ",,4,3,1974,0,1,1,1,0,43,,3.8,House,$100k-$500k,cluster1,Three
2808 Hamilton Ave,Glenshaw,PA,15116,"$198,500.00 ",,3,2,1970,1,0,1,0,0,47,,4.2,House,$100k-$500k,cluster4,Three
102 Stuart St,Bethel Park,PA,15102,"$198,000.00 ","2,361",3,2,1984,1,0,1,0,0,33,$83.86 ,1.6,Auction,$100k-$500k,cluster4,Two
3329 Jacks Run Rd,White Oak,PA,15131,"$198,000.00 ",,3,2,1907,1,0,1,0,1,110,,3.3,House,$100k-$500k,cluster6,Four
128 Barbour Dr,Pittsburgh,PA,15209,"$198,000.00 ",,3,2,2003,0,0,0,0,1,14,,0.9,House,$100k-$500k,cluster3,Two
Janie Dr,Pittsburgh,PA,15227,"$198,000.00 ","2,260",3,3,2006,0,1,0,1,0,11,$87.61 ,4.9,Auction,$100k-$500k,cluster1,Four
501 Isabella Ct # S863Og,Moon Township,PA,15108,"$196,900.00 ","1,565",3,3,1939,0,1,1,0,0,78,$125.81 ,3.7,New Construction,$100k-$500k,cluster3,One
Fort Duquesne Blvd Apt 21F,Pittsburgh,PA,15222,"$196,000.00 ","1,118",1,2,1911,0,0,1,0,0,106,$175.31 ,4.1,Auction,$100k-$500k,cluster5,Five
Ashland Ave,Pittsburgh,PA,15228,"$196,000.00 ","1,436",3,2,1982,1,0,0,1,1,35,$136.49 ,4.7,Auction,$100k-$500k,cluster5,Four
3332 Longbow Dr,Pittsburgh,PA,15235,"$196,000.00 ",,4,3,2009,1,0,0,0,0,8,,4.1,Foreclosure,$100k-$500k,cluster3,One
104 Malcolm Ave,Pittsburgh,PA,15212,"$195,900.00 ","1,484",3,2,2000,1,1,0,0,0,17,$132.01 ,4.5,House,$100k-$500k,cluster2,Three
3750 Pitner Dr,Allison Park,PA,15101,"$195,000.00 ",,4,2,1989,0,0,0,0,1,28,,3.9,House,$100k-$500k,cluster3,Two
1812 Park Circle Dr,Glenshaw,PA,15116,"$195,000.00 ",,3,2,1912,0,0,0,0,1,105,,4.6,House,$100k-$500k,cluster3,One
705 Chestnut Rd,Edgeworth,PA,15143,"$195,000.00 ",,0,,1992,1,1,0,0,1,25,,4,Lot/Land,$100k-$500k,cluster2,Three
2822 Mary St,Pittsburgh,PA,15203,"$195,000.00 ",,3,2,2013,1,0,1,0,0,4,,3.5,House,$100k-$500k,cluster4,Two
2302 Patterson Ave,Swissvale,PA,15218,"$195,000.00 ",,0,,1977,1,0,0,0,1,,,4,Apartment,$100k-$500k,cluster2,Four
820 Vallevista Ave,Pittsburgh,PA,15234,"$195,000.00 ",,3,1,1913,1,0,0,0,0,104,,2.7,House,$100k-$500k,cluster3,One
3241 Mcroberts Rd,Pittsburgh,PA,15234,"$195,000.00 ",,3,2,1959,0,0,0,0,0,58,,3.8,House,$100k-$500k,cluster3,One
Crescent Gardens Dr,Pittsburgh,PA,15235,"$195,000.00 ","1,854",3,2,2006,1,0,0,0,0,11,$105.18 ,2.8,Auction,$100k-$500k,cluster5,Five
10986 Frankstown Rd,Pittsburgh,PA,15235,"$195,000.00 ",,0,,1984,1,1,0,1,0,33,,3.9,House,$100k-$500k,cluster1,Four
5029 Carlyn Dr,Pittsburgh,PA,15236,"$195,000.00 ","1,260",3,2,1983,0,1,0,0,0,34,$154.76 ,0.1,House,$100k-$500k,cluster3,One
8351 Rochester Rd,Pittsburgh,PA,15237,"$195,000.00 ",,3,2,1924,1,1,1,1,0,93,,4.7,House,$100k-$500k,cluster4,Three
100 Arbor Trails Dr # L82Zat,Mc Kees Rocks,PA,15136,"$194,990.00 ","1,280",3,1,1970,0,0,1,0,0,47,$152.34 ,4.2,New Construction,$100k-$500k,cluster3,One
139 Dover Dr,Moon Township,PA,15108,"$194,900.00 ","1,450",4,3,1991,0,1,0,0,1,26,$134.41 ,3.9,For Sale by Owner,$100k-$500k,cluster2,Three
283 Stark Ave,Imperial,PA,15126,"$194,900.00 ",,3,2,1934,1,0,1,0,1,83,,4.5,House,$100k-$500k,cluster6,Three
4448 Marywood Dr,Monroeville,PA,15146,"$194,900.00 ",,5,3,1956,0,1,1,0,0,61,,2.8,House,$100k-$500k,cluster3,One
154 Richmond Cir,Pittsburgh,PA,15237,"$194,900.00 ",,4,3,1900,0,0,0,1,0,117,,0.8,House,$100k-$500k,cluster1,Three
3211 Arapahoe Rd,Pittsburgh,PA,15241,"$194,900.00 ",,3,2,1951,0,1,1,0,1,66,,0.6,House,$100k-$500k,cluster2,Three
469 Lincoln Ave,Bellevue,PA,15202,"$194,500.00 ",,0,,1979,0,0,1,1,1,,,3.8,House,$100k-$500k,cluster6,Four
309 Biddle Ave,Pittsburgh,PA,15221,"$194,500.00 ",,0,,1966,0,0,1,0,0,51,,2,Apartment,$100k-$500k,cluster3,One
Kirkpatrick Ave,Braddock,PA,15104,"$194,000.00 ","2,748",7,2,1924,1,0,0,0,1,93,$70.60 ,3.8,Auction,$100k-$500k,cluster5,Five
337 Sleepy Hollow Rd,Pittsburgh,PA,15228,"$194,000.00 ","1,368",3,2,1992,1,1,1,0,0,25,$141.81 ,3.8,Foreclosure,$100k-$500k,cluster5,Five
204 Van Buren Cir,Pittsburgh,PA,15229,"$194,000.00 ","1,704",3,2,1916,1,0,0,1,0,101,$113.85 ,1.6,Foreclosure,$100k-$500k,cluster4,Two
Sheffield St,Pittsburgh,PA,15233,"$194,000.00 ","2,024",4,2,1987,1,0,0,0,0,30,$95.85 ,4,Auction,$100k-$500k,cluster5,Five
1230 Phillippi Ave,Bethel Park,PA,15102,"$193,500.00 ",,3,2,1912,1,0,0,1,0,105,,2.8,House,$100k-$500k,cluster4,Two
1525 Pinehurst Ln,Oakmont,PA,15139,"$193,500.00 ",768,3,3,1940,0,0,1,1,1,77,$251.95 ,4,Condo,$100k-$500k,cluster6,Three
229 Chestnut St,Sewickley,PA,15143,"$193,500.00 ",,2,2,1915,0,1,0,1,1,102,,4.6,House,$100k-$500k,cluster1,Three
115 Rangley Dr,Pittsburgh,PA,15209,"$192,500.00 ","1,248",3,3,1925,1,1,0,0,0,92,$154.25 ,3.9,House,$100k-$500k,cluster2,Three
Haymaker Rd,Monroeville,PA,15146,"$192,000.00 ","2,080",4,3,1948,0,0,1,1,1,69,$92.31 ,3.7,Auction,$100k-$500k,cluster5,Five
Sheffield St,Pittsburgh,PA,15233,"$192,000.00 ","2,862",3,2,1939,1,0,1,0,1,78,$67.09 ,3.8,Auction,$100k-$500k,cluster5,Four
5545 Glass Rd,Pittsburgh,PA,15205,"$191,900.00 ",,3,2,1943,0,0,0,1,1,74,,3.1,House,$100k-$500k,cluster6,Three
438 Biddle Ave,Pittsburgh,PA,15221,"$191,000.00 ","2,129",4,3,1916,1,1,0,0,0,101,$89.71 ,3.4,Foreclosure,$100k-$500k,cluster2,Four
1147 Grandview Dr,Bethel Park,PA,15102,"$190,000.00 ",,3,3,2007,1,0,0,0,1,10,,3.7,House,$100k-$500k,cluster2,Three
942 Lindsay,Scott Twp Sal,PA,15106,"$190,000.00 ",,3,2,1945,1,0,0,0,0,72,,3.9,House,$100k-$500k,cluster3,One
1730 Mountainview Dr,Monroeville,PA,15146,"$190,000.00 ",,4,3,1911,0,1,1,0,0,106,,4.5,House,$100k-$500k,cluster3,One
34 Watson St,Sewickley,PA,15143,"$190,000.00 ","1,872",3,3,1916,1,1,0,1,1,101,$101.50 ,3.8,House,$100k-$500k,cluster2,Four
409 Marion Ave,Springdale,PA,15144,"$190,000.00 ","2,386",5,2,1978,1,1,0,0,0,39,$79.63 ,2.4,House,$100k-$500k,cluster2,Three
6901 Standish St,Pittsburgh,PA,15206,"$190,000.00 ",,3,1,1914,1,1,0,0,0,103,,3.8,House,$100k-$500k,cluster2,Four
Joe Hammer Sq # 5,Piitsburgh,PA,15213,"$190,000.00 ",,5,2,1960,0,0,0,1,1,57,,4.9,For Sale by Owner,$100k-$500k,cluster6,Three
7930 Marmion Dr,Pittsburgh,PA,15237,"$190,000.00 ","1,144",3,1,2007,1,0,0,1,0,10,$166.08 ,0.3,House,$100k-$500k,cluster4,Two
2322 Lambeth Dr,Pittsburgh,PA,15241,"$190,000.00 ",,3,2,2013,1,0,0,0,1,4,,4.1,House,$100k-$500k,cluster2,Three
Forest Estates Dr Lot 16C,Upper St. Clair,PA,15241,"$190,000.00 ",,0,,1927,0,0,0,0,0,,,3.6,House,$100k-$500k,cluster3,One
424 Forest Estates Dr,Upper St Clair,PA,15241,"$190,000.00 ",,,,1935,1,0,1,1,0,,,3.8,Lot/Land,$100k-$500k,cluster4,Two
3190 Mcroberts Rd,Pittsburgh,PA,15234,"$189,999.00 ",,4,3,1974,0,0,0,1,1,43,,4.8,House,$100k-$500k,cluster6,Three
125 Dilworth St,Mt Washington,PA,15211,"$189,997.00 ",,0,,1914,0,1,1,0,1,,,3.4,Apartment,$100k-$500k,cluster2,Three
125 Dilworth St,Pittsburgh,PA,15211,"$189,997.00 ",,0,,1975,1,0,1,0,1,42,,1.7,Apartment,$100k-$500k,cluster6,Three
301 Cottingham Dr,Allison Park,PA,15101,"$189,900.00 ",,3,4,1991,1,0,0,1,0,26,,3.6,Condo,$100k-$500k,cluster4,Two
5977 Boyer Ave,Bethel Park,PA,15102,"$189,900.00 ","1,750",4,3,1977,1,1,0,1,1,40,$108.51 ,4.7,House,$100k-$500k,cluster2,Three
2758 W Munroe St,Bethel Park,PA,15102,"$189,900.00 ",,4,2,1981,0,0,0,1,0,36,,4.5,House,$100k-$500k,cluster1,Three
15 Greenview Dr,Carnegie,PA,15106,"$189,900.00 ",,3,2,1975,0,1,1,1,0,42,,1.4,House,$100k-$500k,cluster1,Four
2804 Hamilton Ave,Glenshaw,PA,15116,"$189,900.00 ","1,313",3,2,1978,1,0,0,0,0,39,$144.63 ,1.9,House,$100k-$500k,cluster3,One
2701 Hout Rd,South Park,PA,15129,"$189,900.00 ","1,498",3,3,2008,0,1,0,0,0,9,$126.77 ,3.5,House,$100k-$500k,cluster3,One
1206 Dalewood Dr,Mckeesport,PA,15135,"$189,900.00 ",,3,2,1962,1,1,1,1,0,55,,2.6,House,$100k-$500k,cluster4,Two
1206 Dalewood St,Mckeesport,PA,15135,"$189,900.00 ",,3,2,1983,1,1,1,0,0,34,,3.1,House,$100k-$500k,cluster2,Three
1317 Deerfield Dr,Monroeville,PA,15146,"$189,900.00 ",,3,3,1990,1,1,1,0,0,27,,3.6,House,$100k-$500k,cluster2,Four
1004 Harvard Rd,Monroeville,PA,15146,"$189,900.00 ",,4,3,1951,0,0,0,1,0,66,,3.3,House,$100k-$500k,cluster1,Three
4619 Bert Dr,Monroeville,PA,15146,"$189,900.00 ","1,485",3,3,1915,1,0,0,0,0,102,$127.88 ,3.2,House,$100k-$500k,cluster3,One
402 42Nd St,Pittsburgh,PA,15201,"$189,900.00 ",,3,1,1988,0,0,0,0,0,29,,3.5,House,$100k-$500k,cluster3,One
1813 Mary St,Pittsburgh,PA,15203,"$189,900.00 ","2,262",4,2,1995,0,0,0,0,0,22,$83.95 ,4.6,House,$100k-$500k,cluster3,One
272 Preston St,Pittsburgh,PA,15205,"$189,900.00 ",,3,2,1934,0,1,0,0,0,83,,1.2,House,$100k-$500k,cluster3,One
136 Dilworth St,Pittsburgh,PA,15211,"$189,900.00 ",,3,3,1973,0,0,1,1,1,44,,4,House,$100k-$500k,cluster6,Three
166 N Dithridge St Apt 4C,Pittsburgh,PA,15213,"$189,900.00 ",,1,1,1950,1,1,1,1,0,67,,4.6,Condo,$100k-$500k,cluster4,Two
4470 Mount Troy Road Ext,Pittsburgh,PA,15214,"$189,900.00 ",,3,2,1940,1,0,0,1,1,77,,3.8,House,$100k-$500k,cluster6,Three
230 Clifton Ave,Pittsburgh,PA,15215,"$189,900.00 ","1,706",4,2,1948,1,1,0,0,1,69,$111.31 ,2,House,$100k-$500k,cluster2,Three
1520 Beechview Ave,Pittsburgh,PA,15216,"$189,900.00 ",,0,,1951,1,0,0,0,1,66,,4.7,Apartment,$100k-$500k,cluster2,Three
601 Greendale Ave,Pittsburgh,PA,15218,"$189,900.00 ","1,144",3,1,1967,0,1,0,1,0,50,$166.00 ,3.8,House,$100k-$500k,cluster1,Four
1115 Love St,Pittsburgh,PA,15218,"$189,900.00 ","1,486",3,2,1963,1,0,1,1,0,54,$127.79 ,0.4,House,$100k-$500k,cluster4,Two
1009 Avacoll Dr,Pittsburgh,PA,15220,"$189,900.00 ",,3,3,1921,0,0,1,1,0,96,,4.7,House,$100k-$500k,cluster4,Two
440/442 Biddle Ave,Wilkinsburg,PA,15221,"$189,900.00 ",,4,2,1984,1,1,1,0,1,,,4.2,Apartment,$100k-$500k,cluster2,Three
46 Macek Dr,Pittsburgh,PA,15227,"$189,900.00 ","1,169",3,3,1934,0,0,1,0,1,83,$162.45 ,4,House,$100k-$500k,cluster6,Three
106 Hillson Ave,Pittsburgh,PA,15227,"$189,900.00 ",,4,3,1936,0,0,0,0,0,81,,3.3,House,$100k-$500k,cluster3,Two
356 Hazel Dr,Pittsburgh,PA,15228,"$189,900.00 ",,3,1,1927,0,0,0,1,0,90,,3.6,House,$100k-$500k,cluster1,Three
830 Lindenwood Dr,Pittsburgh,PA,15234,"$189,900.00 ",,3,2,1996,0,0,1,0,1,21,,3.5,House,$100k-$500k,cluster6,Three
156 Walton Rd,Pittsburgh,PA,15236,"$189,900.00 ",,4,4,1920,1,1,1,0,0,97,,4.3,House,$100k-$500k,cluster2,Three
4603 Colvin,South Park,PA,15236,"$189,900.00 ",,3,3,1979,0,0,0,1,1,,,3.2,House,$100k-$500k,cluster6,Three
6549 Zupancic Dr,Pittsburgh,PA,15236,"$189,900.00 ",,3,3,1976,1,0,1,0,0,41,,4.8,House,$100k-$500k,cluster4,Two
1187 Bingay Dr,Pittsburgh,PA,15237,"$189,900.00 ",,2,2,1959,1,1,0,1,1,58,,2.3,House,$100k-$500k,cluster2,Three
