address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,age in years,parking,heating,basement,attic,green_bldg, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
1672 Tiffany Rdg,Pittsburgh,PA,15241," $409,000 "," 2,659 ",4,3,1981,36,0,0,0,0,1, $153.82 ,3.8,Make Me Move®,$350k-$500k,cluster3,1.9
1273 Firwood Dr,Pittsburgh,PA,15243," $409,000 ",,4,4,1921,96,0,1,0,0,1,,3,House For Sale,$350k-$500k,cluster2,4.3
49 Trotter Cir,Sewickley,PA,15143," $405,000 ",,4,4,1987,30,0,0,1,1,1,,4,House For Sale,$350k-$500k,cluster6,4
100 Vista Circle 513 # 513,O_Hara,PA,15238," $405,000 ",,2,2,2004,,0,0,0,1,1,,1.1,Condo For Sale,$350k-$500k,cluster6,4
90 Ruth St,Pittsburgh,PA,15211," $404,000 ",,3,3,1991,26,1,0,1,0,1,,0.1,House For Sale,$350k-$500k,cluster6,3.9
100 Vista Circle 405 # 405,O_Hara,PA,15238," $403,140 ",,2,2,2005,,0,0,1,1,0,,3.6,Condo For Sale,$350k-$500k,cluster4,2.1
2505 Adele Ct,Sewickley,PA,15143," $400,190 "," 2,329 ",3,3,1950,67,0,1,0,1,1, $171.83 ,4.7,New Construction,$350k-$500k,cluster1,3.4
130 Bon Highland Dr,Moon Township,PA,15108," $400,000 ",,4,3,1984,33,1,0,0,0,0,,4.7,House For Sale,$350k-$500k,cluster3,1.8
1488-2 Spring Run Road Ext,Moon/Crescent Twp,PA,15108," $400,000 ",,,,1948,69,0,0,1,1,1,,4.8,Lot/Land For Sale,$350k-$500k,cluster6,3
1700 Stoltz Rd,South Park,PA,15129," $400,000 ",,3,1.5,1982,35,0,1,0,1,0,,2.9,House For Sale,$350k-$500k,cluster1,4.1
5111 Duncan St,Pittsburgh,PA,15201," $400,000 ",,3,3,1962,55,1,1,1,1,1,,3.7,House For Sale,$350k-$500k,cluster6,3.8
632 Kirtland St,Pittsburgh,PA,15208," $400,000 ",,4,2,1927,90,1,1,0,0,1,,3.6,House For Sale,$350k-$500k,cluster2,4.2
6300 Alderson St,Pittsburgh,PA,15217," $400,000 ",,3,3,1949,68,0,0,0,1,0,,3.8,House For Sale,$350k-$500k,cluster1,4.4
5837 Forbes Ave,Pittsburgh,PA,15217," $400,000 "," 2,000 ",0,,1918,99,1,1,0,0,1, $200.00 ,4.4,House For Sale,$350k-$500k,cluster2,3
4035 Liberty Avenue 310 # 310,Pittsburgh,PA,15224," $400,000 "," 1,238 ",2,2,2001,16,1,1,0,0,1, $323.10 ,5,Townhouse For Sale,$350k-$500k,cluster2,4
4035 Liberty Ave # 310,Bloomfield,PA,15224," $400,000 ",,2,2,1971,,0,1,1,1,1,,3.9,Condo For Sale,$350k-$500k,cluster6,3.6
5570 Centre Ave APT 100,Pittsburgh,PA,15232," $400,000 ",,2,2,1948,69,1,1,1,0,1,,4.5,Condo For Sale,$350k-$500k,cluster2,4.2
206 Reis Run Rd,Pittsburgh,PA,15237," $400,000 ",,3,3,1934,83,1,1,0,0,0,,0.6,House For Sale,$350k-$500k,cluster2,3.6
1223 Southgate Dr,Pittsburgh,PA,15241," $400,000 "," 2,500 ",3,4,2001,16,1,0,0,1,1, $160.00 ,3.8,For Sale by Owner,$350k-$500k,cluster6,3.8
160 Wallace Dr,Monroeville,PA,15146," $399,999 ",,7,7,1928,89,0,0,1,1,0,,0.6,House For Sale,$350k-$500k,cluster4,2.6
238 Riverfront St,Oakmont,PA,15139," $399,900 ",,3,3,1937,80,1,1,0,1,1,,3.6,House For Sale,$350k-$500k,cluster2,4.3
543 Centennial Ave,Sewickley,PA,15143," $399,900 ",,4,2,2003,14,0,0,1,0,1,,4.3,House For Sale,$350k-$500k,cluster6,3.2
184 S 16th St,Pittsburgh,PA,15203," $399,900 "," 2,200 ",3,4,1957,60,1,0,0,1,0, $181.77 ,3.6,House For Sale,$350k-$500k,cluster4,2.1
101 S 11th St,Pittsburgh,PA,15203," $399,900 "," 2,148 ",5,3,1958,59,1,1,0,0,0, $186.17 ,3.8,House For Sale,$350k-$500k,cluster2,3.2
1742 S Shore Ct,Pittsburgh,PA,15203," $399,900 ",,2,4,1954,63,0,0,0,1,0,,4.2,Townhouse For Sale,$350k-$500k,cluster1,3.3
227 E Jefferson St,Pittsburgh,PA,15212," $399,900 ",,3,3,2004,13,1,0,1,1,1,,0.8,House For Sale,$350k-$500k,cluster6,3.8
229 E Jefferson St,Pittsburgh,PA,15212," $399,900 "," 2,220 ",3,3,1911,106,0,1,1,1,1, $180.14 ,3.8,House For Sale,$350k-$500k,cluster6,3.4
6383-6385 Caton St,Squirrel Hill,PA,15217," $399,900 ",,0,,1940,,1,0,1,1,1,,3.6,Apartment For Sale,$350k-$500k,cluster6,3.2
1443 Mohican Dr,Pittsburgh,PA,15228," $399,900 "," 1,668 ",3,2.5,1970,47,0,0,0,1,0, $239.75 ,4.1,House For Sale,$350k-$500k,cluster1,3.6
125 Hoodridge Dr,Pittsburgh,PA,15228," $399,900 "," 3,300 ",3,2,1926,91,0,1,1,1,1, $121.18 ,4.7,House For Sale,$350k-$500k,cluster6,3.6
111 Steeplechase Ct,Pittsburgh,PA,15236," $399,900 ",,3,4,1972,45,0,0,0,1,0,,3.1,Condo For Sale,$350k-$500k,cluster1,3.4
514 Sandstone Ct,Pittsburgh,PA,15239," $399,900 ",,4,4,1980,37,1,0,1,0,1,,4.3,House For Sale,$350k-$500k,cluster6,3.1
554 Trotwood Ridge Rd,Pittsburgh,PA,15241," $399,900 ",,4,4,1901,116,0,0,1,0,1,,3.5,House For Sale,$350k-$500k,cluster6,3.9
335 Mcmurray Rd,Upper St Clair,PA,15241," $399,900 ",,4,3,1957,,0,1,1,0,1,,3.6,House For Sale,$350k-$500k,cluster2,3.5
175 Vanderbilt Dr,Pittsburgh,PA,15243," $399,900 "," 2,344 ",3,3.5,1951,66,1,0,0,1,0, $170.61 ,4.7,House For Sale,$350k-$500k,cluster4,2.5
231 Glen Abbey Ct,Presto,PA,15142," $399,500 ",,3,3,2004,13,0,0,0,0,1,,1.4,Condo For Sale,$350k-$500k,cluster3,1.1
1 Trimont Lane 410a # 410A,Mt Washington,PA,15211," $399,500 ",,2,2,1908,,0,0,1,1,1,,3.4,Condo For Sale,$350k-$500k,cluster6,3.7
331 Oakmont Dr,Pittsburgh,PA,15229," $399,500 ",,3,3,1986,31,0,0,1,1,1,,3.1,House For Sale,$350k-$500k,cluster6,3.9
187 Darlene Dr,Coraopolis,PA,15108," $399,000 "," 2,780 ",4,4,1959,58,0,0,0,1,0, $143.53 ,4.6,House For Sale,$350k-$500k,cluster1,4
811 Woodland Ave,Oakmont,PA,15139," $399,000 ",,4,3,2012,5,0,0,0,0,0,,1.1,House For Sale,$350k-$500k,cluster3,1.2
4852 Plum Way,Pittsburgh,PA,15201," $399,000 ",,,,2003,14,1,1,0,1,0,,3.5,Apartment For Sale,$350k-$500k,cluster1,4.2
2206 Sarah St,Pittsburgh,PA,15203," $399,000 ",,4,2,1961,56,1,0,0,1,0,,3.7,House For Sale,$350k-$500k,cluster4,2.6
431 Bucknell St,Pittsburgh,PA,15208," $399,000 ",,4,2,1927,90,0,0,1,1,0,,4.4,House For Sale,$350k-$500k,cluster4,2.5
446 S Dallas Ave,Pittsburgh,PA,15208," $399,000 ",,4,4,1900,117,0,0,1,1,1,,5,House For Sale,$350k-$500k,cluster6,3
5240 Beelermont Pl,Squirrel Hill,PA,15217," $399,000 ",,4,3,1926,,1,0,0,0,1,,4.9,House For Sale,$350k-$500k,cluster2,3.4
1649 Shady Ave,Pittsburgh,PA,15217," $399,000 ",,3,4,1966,51,1,0,1,0,0,,3.2,Townhouse For Sale,$350k-$500k,cluster4,2.5
743 E End Ave,Pittsburgh,PA,15221," $399,000 "," 3,400 ",6,3,1910,107,1,0,1,1,1, $117.35 ,3.4,Apartment For Sale,$350k-$500k,cluster6,3.9
2348 Marbury Rd,Pittsburgh,PA,15221," $399,000 ",,4,3,1912,105,1,1,0,1,0,,3.1,House For Sale,$350k-$500k,cluster1,3.5
300 4th Ave # 1603,Pittsburgh,PA,15222," $399,000 ",,2,2,1920,97,1,0,1,0,0,,3.2,Condo For Sale,$350k-$500k,cluster4,2.3
1329 Page St,Pittsburgh,PA,15233," $399,000 "," 2,684 ",4,2,1928,89,0,1,0,1,1, $148.66 ,3.2,House For Sale,$350k-$500k,cluster1,3.9
2428 Bonnie Dell Dr,Library,PA,15129," $398,900 "," 3,241 ",4,4,2000,17,1,0,0,0,1, $123.08 ,4,House For Sale,$350k-$500k,cluster2,4.3
7120 Front River Rd,Pittsburgh,PA,15225," $398,900 ",,4,3,1965,52,1,1,0,0,0,,3.5,House For Sale,$350k-$500k,cluster2,3.2
910 Bingham St UNIT F&G,Pittsburgh,PA,15203," $398,500 ",,2,2,1922,95,0,0,1,1,1,,2.8,Condo For Sale,$350k-$500k,cluster6,3.5
205 Constance Dr,Mc Kees Rocks,PA,15136," $398,000 "," 3,074 ",5,4,1992,25,0,0,0,1,1, $129.47 ,4.1,House For Sale,$350k-$500k,cluster6,3.6
1702 Waterleaf Dr # 2101,Sewickley,PA,15143," $398,000 ",,3,4,2008,9,0,1,0,0,1,,3.5,Condo For Sale,$350k-$500k,cluster2,3.9
1124 Laclair St,Pittsburgh,PA,15218," $398,000 ",,5,2,2000,17,0,0,0,1,1,,3.3,House For Sale,$350k-$500k,cluster6,3.6
5547 Saddlebrook Dr,Bethel Park,PA,15102," $396,000 ",,4,3,2008,9,0,0,0,1,1,,1.3,House For Sale,$350k-$500k,cluster6,3.4
Timberwood Dr,Glenshaw,PA,15116," $396,000 "," 2,996 ",5,4,1907,110,1,1,1,0,0, $132.18 ,0.6,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.6
1050 Sarvis Dr,Bethel Park,PA,15102," $395,000 ",,4,4,1956,61,0,1,0,1,0,,0.8,House For Sale,$350k-$500k,cluster1,4.3
1540 Lincoln Way,White Oak,PA,15131," $395,000 ",,0,,1985,32,0,0,0,1,1,,4.6,House For Sale,$350k-$500k,cluster6,3.6
217 Hazel Ln,Sewickley,PA,15143," $395,000 "," 2,204 ",3,2,1909,108,0,1,0,0,1, $179.22 ,3.6,House For Sale,$350k-$500k,cluster2,3.4
155 41st St,Pittsburgh,PA,15201," $395,000 "," 2,200 ",3,2,1968,49,0,1,0,1,1, $179.55 ,4.5,House For Sale,$350k-$500k,cluster1,3.4
53-57 Gregory St,South Side,PA,15203," $395,000 ",,0,,2010,,0,1,0,1,0,,1.3,Apartment For Sale,$350k-$500k,cluster1,3.8
106 Westchester Dr,Pittsburgh,PA,15215," $395,000 "," 1,832 ",4,3,1982,35,1,0,1,1,1, $215.61 ,4.8,House For Sale,$350k-$500k,cluster6,3
236 Cornwall Dr,Pittsburgh,PA,15238," $395,000 "," 2,541 ",4,3,1928,89,1,1,0,0,1, $155.45 ,3.3,House For Sale,$350k-$500k,cluster2,3.5
216 Brownshill Rd,Pittsburgh,PA,15238," $394,000 ",,3,4,1962,55,1,1,1,1,0,,3.7,House For Sale,$350k-$500k,cluster4,2.5
Pinoak Rd,Pittsburgh,PA,15243," $394,000 "," 2,264 ",3,3.5,1925,92,1,0,0,1,1, $174.03 ,0.3,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.9
La Costa Ct,Pittsburgh,PA,15237," $393,000 "," 2,450 ",5,3.5,1964,53,0,1,1,1,0, $160.41 ,2.1,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.7
Reis Run Road And Karen Rd # FT6WSY,Pittsburgh,PA,15237," $392,990 "," 2,539 ",3,3,1944,73,1,1,0,1,1, $154.78 ,3.8,New Construction,$350k-$500k,cluster2,3.9
Hampton Oaks Dr,Allison Park,PA,15101," $391,000 "," 2,842 ",4,2.5,1926,91,1,1,0,0,1, $137.58 ,5,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.8
N Homewood Ave,Pittsburgh,PA,15208," $391,000 "," 1,104 ",2,1,1909,108,1,1,1,0,1, $354.17 ,3.1,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.6
1502 Staunton Dr,Coraopolis,PA,15108," $390,000 "," 2,574 ",4,4,1994,23,1,0,0,0,0, $151.52 ,3,For Sale by Owner,$350k-$500k,cluster3,1.7
118 Downing Dr,Coraopolis,PA,15108," $389,900 ",,4,3,2012,5,1,0,0,1,1,,4.6,House For Sale,$350k-$500k,cluster6,3.4
101 Julianna Dr,Coraopolis,PA,15108," $389,900 ",,3,3,1917,100,0,1,0,1,1,,4.8,House For Sale,$350k-$500k,cluster1,4.5
1301 Cherry Hill Dr,Presto,PA,15142," $389,900 ",,3,3,1908,109,1,0,0,0,1,,3.1,Townhouse For Sale,$350k-$500k,cluster2,3.4
233 44th St,Pittsburgh,PA,15201," $389,900 ",,5,3,1931,86,1,0,0,0,0,,3.2,House For Sale,$350k-$500k,cluster3,1.3
5202 Teakwood Ct,Pittsburgh,PA,15209," $389,900 ",,4,4,1903,114,1,0,0,1,1,,1.8,House For Sale,$350k-$500k,cluster6,4
328 Marshall Rd,Bethel Park,PA,15102," $389,000 "," 2,077 ",3,4,1947,70,1,1,1,1,0, $187.29 ,2,For Sale by Owner,$350k-$500k,cluster4,2.5
5542 Saddlebrook Dr,Bethel Park,PA,15102," $389,000 "," 2,711 ",4,3,1915,102,0,0,1,0,0, $143.49 ,3.2,House For Sale,$350k-$500k,cluster3,1.4
209 College Ave,Oakmont,PA,15139," $389,000 "," 2,384 ",3,3,1918,99,1,1,0,1,1, $163.17 ,4.2,Townhouse For Sale,$350k-$500k,cluster2,3.7
20 Morningtide Ct,Monroeville,PA,15146," $389,000 ",,3,4,1945,72,1,0,1,1,1,,3.4,Townhouse For Sale,$350k-$500k,cluster6,3.2
1132 Mellon St,Pittsburgh,PA,15206," $389,000 "," 2,403 ",0,,1944,73,0,1,1,1,1, $161.88 ,3.8,Condo For Sale,$350k-$500k,cluster6,3.8
180 W Hutchinson Ave,Pittsburgh,PA,15218," $389,000 ",,5,2,1934,83,0,0,1,0,1,,0.4,House For Sale,$350k-$500k,cluster6,3.1
705 Filbert St,Pittsburgh,PA,15232," $389,000 "," 1,140 ",2,2,1986,31,1,0,0,1,1, $341.23 ,4,House For Sale,$350k-$500k,cluster6,3.1
7091 Bennington Woods Dr,Pittsburgh,PA,15237," $389,000 ",,4,4,1924,93,0,1,0,0,0,,5,House For Sale,$350k-$500k,cluster3,1.5
601 Aberdeen Ct # ZFB1N7,Moon Twp,PA,15108," $388,900 "," 3,392 ",3,3,2001,16,1,0,1,0,0, $114.65 ,4.7,New Construction,$350k-$500k,cluster4,2.7
604 Essex Ct,Pittsburgh,PA,15238," $387,000 "," 2,886 ",3,5,2005,12,0,0,0,1,0, $134.10 ,3.9,Condo For Sale,$350k-$500k,cluster1,4.5
100 Denniston St APT 2,Pittsburgh,PA,15206," $386,000 "," 1,680 ",2,2.5,2001,16,0,0,0,1,0, $229.76 ,2.1,Auction,$350k-$500k,cluster1,4.3
207 Fair Acre,Collier Twp,PA,15142," $385,900 ",,3,3,1986,31,1,0,1,0,1,,3.3,House For Sale,$350k-$500k,cluster6,3.2
666 Scrubgrass Rd,Pittsburgh,PA,15243," $385,900 ",,3,4,1971,46,1,0,0,0,1,,4,House For Sale,$350k-$500k,cluster2,4.3
2816 Bethel Church Rd,Bethel Park,PA,15102," $385,000 ",,4,4,1956,61,0,1,0,0,1,,3.5,House For Sale,$350k-$500k,cluster2,3.8
437 E 10th Ave,Munhall,PA,15120," $385,000 "," 6,000 ",0,0.5,1993,24,0,0,0,0,1, $64.17 ,3.5,House For Sale,$350k-$500k,cluster3,1.3
2011 Connecticut Ln,Sewickley,PA,15143," $385,000 ",,3,3,1996,21,0,0,1,1,1,,4,House For Sale,$350k-$500k,cluster6,3.6
601 Aberdeen Ct # RK3OB0,Moon Twp,PA,15108," $384,900 "," 3,279 ",4,3,1940,77,0,1,1,1,0, $117.38 ,3.2,New Construction,$350k-$500k,cluster1,3.5
216 Berkeley Way,Monroeville,PA,15146," $384,000 ",,4,3,1975,42,0,0,1,0,1,,4.1,House For Sale,$350k-$500k,cluster6,4
105 Oak Park Pl,Pittsburgh,PA,15243," $384,000 ",,5,4,1949,68,1,1,1,1,0,,3.5,House For Sale,$350k-$500k,cluster4,2.2
Reis Run Road And Karen Rd # EC8XOA,Pittsburgh,PA,15237," $382,990 "," 2,380 ",3,3,1998,19,1,0,1,0,1, $160.92 ,3.7,New Construction,$350k-$500k,cluster6,3.4
162 Cimarron Dr,Coraopolis,PA,15108," $382,000 ",,4,4,1973,44,0,1,1,1,1,,4.6,House For Sale,$350k-$500k,cluster6,3.7
Pinto Ct,Bethel Park,PA,15102," $381,000 "," 2,704 ",4,2.5,1990,27,0,1,0,0,1, $140.90 ,4.5,Pre-Foreclosure (Auction),$350k-$500k,cluster5,5
Myrtle Hill Rd,Sewickley,PA,15143," $380,000 "," 3,192 ",3,2.5,1969,48,1,0,0,1,1, $119.05 ,4.8,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.6
4709 Liberty Ave,Pittsburgh,PA,15224," $380,000 ",,0,,2013,4,0,1,1,0,1,,1.2,House For Sale,$350k-$500k,cluster2,3.4
1513 Shaker Ct,Sewickley,PA,15143," $379,999 "," 2,577 ",4,3,1900,117,1,0,0,0,1, $147.46 ,1.8,House For Sale,$350k-$500k,cluster2,4.5
450 Highland Ave # ID882,Pittsburgh,PA,15229," $379,990 "," 2,380 ",3,3,1916,101,1,1,0,1,0, $159.66 ,3.3,New Construction,$350k-$500k,cluster1,4.4
515 Pinoak Dr,Monroeville,PA,15146," $379,900 ",,4,5,1965,52,1,0,1,0,1,,3.5,House For Sale,$350k-$500k,cluster6,3.3
805 Cherry Hill Dr,Presto,PA,15142," $379,900 ",,3,3,1999,18,1,1,1,1,0,,3.6,House For Sale,$350k-$500k,cluster4,2.2
1409 Christa Ct,Sewickley,PA,15143," $379,900 ",,4,4,2006,11,1,1,0,1,0,,3.9,House For Sale,$350k-$500k,cluster1,3.9
107 S Graham St,Pittsburgh,PA,15206," $379,900 ",,5,4,1998,19,1,0,1,0,0,,3.9,House For Sale,$350k-$500k,cluster4,2.7
1202 Arch St,Pittsburgh,PA,15212," $379,900 "," 3,192 ",4,3,2012,5,0,1,0,0,1, $119.02 ,4,New Construction,$350k-$500k,cluster2,4.4
139 Overlook Dr,Pittsburgh,PA,15216," $379,900 "," 2,368 ",4,3,1990,27,1,1,1,0,1, $160.43 ,3.7,House For Sale,$350k-$500k,cluster2,3.2
320 Fort Duquesne Blvd APT 25L,Pittsburgh,PA,15222," $379,900 ",,2,2,1949,68,0,1,1,1,0,,3.3,Condo For Sale,$350k-$500k,cluster1,3.3
1411 Page,Manchester,PA,15233," $379,900 ",,3,1.5,1989,,0,1,0,0,1,,3.3,House For Sale,$350k-$500k,cluster2,3.4
100 Edward Dr,Mckeesport,PA,15132," $379,500 ",,3,3,1947,70,1,1,1,0,0,,3.3,House For Sale,$350k-$500k,cluster2,4.3
1712 Queens Dr,Library,PA,15129," $379,000 ",,4,3.5,2009,8,1,1,1,0,0,,0.2,House For Sale,$350k-$500k,cluster2,3
1717 Jane St,Pittsburgh,PA,15203," $379,000 ",,3,4,1949,68,1,1,1,1,0,,3.5,House For Sale,$350k-$500k,cluster4,2.2
100 Denniston Ave 203 # 203,Shadyside,PA,15206," $379,000 ",,2,2,1937,,0,1,1,0,1,,3.7,Condo For Sale,$350k-$500k,cluster2,4.5
5725 Wilkins Ave,Pittsburgh,PA,15217," $379,000 ",,2,3,1925,92,0,1,1,0,1,,3.4,House For Sale,$350k-$500k,cluster2,3.1
257 Anita Ave,Pittsburgh,PA,15217," $379,000 ",,3,3,1904,113,1,1,1,1,1,,2,House For Sale,$350k-$500k,cluster6,3.7
5570 Centre Ave APT 408,Pittsburgh,PA,15232," $379,000 "," 1,280 ",2,2,1993,24,1,1,1,1,1, $296.09 ,3.3,Condo For Sale,$350k-$500k,cluster6,3.7
Carriage Ct,Pittsburgh,PA,15238," $379,000 "," 2,658 ",4,3.5,1999,18,1,0,0,0,0, $142.59 ,4.1,Pre-Foreclosure (Auction),$350k-$500k,cluster5,5
1323 Powers Run Rd,Pittsburgh,PA,15238," $379,000 ",,3,3,2005,12,1,0,1,1,0,,4.1,House For Sale,$350k-$500k,cluster4,2.7
505 Farndale Rd,Pittsburgh,PA,15238," $379,000 ",,3,4,1905,112,0,0,1,0,1,,2.4,Condo For Sale,$350k-$500k,cluster6,3.8
1714 Briarwood Ln,Pittsburgh,PA,15239," $379,000 ",,3,3,1960,57,0,0,1,0,1,,3.4,House For Sale,$350k-$500k,cluster6,3.7
601 Aberdeen Ct # FW4RL9,Moon Twp,PA,15108," $378,900 "," 3,360 ",4,3,1957,60,1,0,1,0,0, $112.77 ,1.9,New Construction,$350k-$500k,cluster4,2.6
1120 Roosevelt Rd # W9WEBA,Pittsburgh,PA,15237," $378,900 "," 2,314 ",2,2,1924,93,0,1,0,0,0, $163.74 ,2.7,New Construction,$350k-$500k,cluster3,1.3
Reis Run Road And Karen Rd # Z6CJUV,Pittsburgh,PA,15237," $377,990 "," 2,354 ",4,3,1992,25,0,0,1,0,0, $160.57 ,4,New Construction,$350k-$500k,cluster3,1.1
601 Aberdeen Ct # DEB880,Moon Twp,PA,15108," $375,900 "," 3,404 ",4,3,1918,99,1,0,1,0,1, $110.43 ,0.1,New Construction,$350k-$500k,cluster6,3
128 Cherrytree Rd,Carnegie,PA,15106," $375,000 ",,4,4,1957,60,0,1,1,1,0,,1.3,House For Sale,$350k-$500k,cluster1,3.9
262 Long Ridge Dr,Coraopolis,PA,15108," $375,000 "," 2,384 ",4,3,1986,31,1,1,0,1,1, $157.30 ,4.2,Make Me Move®,$350k-$500k,cluster2,3.3
5800 Steubenville Pike,Robinson Twp Nwa,PA,15136," $375,000 ",,0,,1951,66,0,0,1,0,0,,3.2,Apartment For Sale,$350k-$500k,cluster3,1.3
114 3rd St,Oakmont,PA,15139," $375,000 ",,3,3,1926,91,0,0,1,1,0,,4,Townhouse For Sale,$350k-$500k,cluster4,2.6
1210 Mellon St,Pittsburgh,PA,15206," $375,000 "," 2,370 ",3,2,1986,31,0,1,0,0,0, $158.23 ,3.5,House For Sale,$350k-$500k,cluster3,1.7
Leech Farm Rd,Pittsburgh,PA,15206," $375,000 ",,0,,1919,98,1,1,0,1,1,,3.8,House For Sale,$350k-$500k,cluster2,3.3
909 Laclair St,Pittsburgh,PA,15218," $375,000 "," 1,600 ",3,2,1972,45,0,0,1,0,1, $234.38 ,4.5,For Sale by Owner,$350k-$500k,cluster6,3.5
4039 Penn Ave,Bloomfield,PA,15224," $375,000 ",,0,,1945,,1,1,1,0,0,,4.5,Apartment For Sale,$350k-$500k,cluster5,4.5
450 Avon Dr,Pittsburgh,PA,15228," $375,000 ",,3,3,1997,20,1,0,0,1,0,,2.3,House For Sale,$350k-$500k,cluster4,2.9
133 Berwyn Rd,Pittsburgh,PA,15237," $375,000 ",,5,4,1952,65,0,1,1,0,1,,4.4,House For Sale,$350k-$500k,cluster2,3.5
201 Kensington Ct,Pittsburgh,PA,15238," $375,000 "," 2,012 ",3,4,1970,47,0,0,0,0,0, $186.38 ,3.6,Condo For Sale,$350k-$500k,cluster3,1.6
2674 Washington Rd,Pittsburgh,PA,15241," $375,000 "," 2,719 ",4,3,2009,8,0,1,0,1,1, $137.92 ,4.3,House For Sale,$350k-$500k,cluster1,3.1
450 Highland Ave # N364AR,Pittsburgh,PA,15229," $374,990 "," 2,117 ",3,2,2006,11,1,0,1,1,1, $177.13 ,3.2,New Construction,$350k-$500k,cluster6,3.7
246 Regency Pl,Bethel Park,PA,15102," $374,900 "," 2,750 ",4,4,1945,72,1,0,1,0,0, $136.33 ,2.3,House For Sale,$350k-$500k,cluster4,2.1
956 Thorn Run Rd,Coraopolis,PA,15108," $374,900 ",,3,3,1956,61,0,1,1,0,0,,4.5,House For Sale,$350k-$500k,cluster3,1.5
351 Backbone Rd,Sewickley,PA,15143," $374,900 "," 1,192 ",2,2,1920,97,0,1,0,0,1, $314.51 ,3.7,House For Sale,$350k-$500k,cluster2,4.2
5412 Elmer St,Pittsburgh,PA,15232," $374,900 "," 1,400 ",2,2,1908,109,1,1,0,1,0, $267.79 ,4.2,House For Sale,$350k-$500k,cluster1,3.8
1265 Regency Dr,Pittsburgh,PA,15237," $374,900 "," 2,282 ",3,3,1980,37,1,0,1,1,0, $164.29 ,2.9,House For Sale,$350k-$500k,cluster4,2.4
0 Ben Avon Heights Rd,Kilbuck Twp,PA,15237," $374,900 ",,,,2009,,0,0,0,0,1,,1.2,Lot/Land For Sale,$350k-$500k,cluster3,1.2
123 Lamar Rd,Pittsburgh,PA,15241," $374,900 ",,4,3,1905,112,0,0,1,0,0,,4.9,House For Sale,$350k-$500k,cluster3,1.7
1 Trimont Lane 820b # 820B,Mt Washington,PA,15211," $374,000 ",,2,2,1921,,1,0,1,1,1,,3.3,Condo For Sale,$350k-$500k,cluster6,3.7
200 Rutledge Dr,Pittsburgh,PA,15215," $374,000 ",,3,2,1979,38,1,0,0,1,1,,3.5,House For Sale,$350k-$500k,cluster6,3.9
100 Vista Circle 411 # 411,O_Hara,PA,15238," $373,800 ",,2,2,1973,,1,0,0,1,0,,3.7,Condo For Sale,$350k-$500k,cluster4,2.9
601 Aberdeen Ct # IIRAM1,Moon Twp,PA,15108," $371,900 "," 2,992 ",4,3,1965,52,1,0,1,1,1, $124.30 ,4.8,New Construction,$350k-$500k,cluster6,3.2
Church Ave,Pittsburgh,PA,15202," $371,000 "," 3,453 ",4,1,1910,107,0,0,0,1,1, $107.44 ,2.7,Pre-Foreclosure (Auction),$350k-$500k,cluster5,4.5
2419 Smallman St UNIT 306,Pittsburgh,PA,15222," $370,000 ",,1,1,1959,58,1,1,0,0,0,,4.3,Condo For Sale,$350k-$500k,cluster2,3.3
1004 Kellington Dr,Carnegie,PA,15106," $369,900 ",,3,4,1925,92,1,1,1,0,0,,4.7,House For Sale,$350k-$500k,cluster2,4.4
4118 High St,South Park,PA,15129," $369,900 "," 3,000 ",4,4,2011,6,0,1,0,0,1, $123.30 ,3.7,House For Sale,$350k-$500k,cluster2,3.9
2407 Bonnie Dell Dr,South Park,PA,15129," $369,900 "," 2,977 ",4,4,1904,113,0,0,0,0,1, $124.25 ,3.7,House For Sale,$350k-$500k,cluster3,1.6
2394 Hilltop Rd,Presto,PA,15142," $369,900 "," 2,106 ",3,3,1937,80,0,0,1,1,0, $175.64 ,1.3,Townhouse For Sale,$350k-$500k,cluster4,2.6
3160 Annandale Dr,Presto,PA,15142," $369,900 "," 2,200 ",3,3,2008,9,0,1,0,0,0, $168.14 ,5,House For Sale,$350k-$500k,cluster3,1.9
109 Walnut Ridge Dr,Pittsburgh,PA,15238," $369,900 ",,4,3,2011,6,0,0,1,1,1,,3.3,House For Sale,$350k-$500k,cluster6,3.9
214 Sweet Gum Rd,Pittsburgh,PA,15238," $369,900 ",,3,3,1979,38,1,1,1,1,0,,3.5,House For Sale,$350k-$500k,cluster4,2.2
2424 Bonnie Dell Dr,Library,PA,15129," $369,400 ",,4,4,1967,50,0,1,1,1,1,,4.2,House For Sale,$350k-$500k,cluster6,3.8
71 Barry St,Pittsburgh,PA,15203," $369,000 "," 1,436 ",4,3,2012,5,1,0,0,0,1, $256.96 ,4.7,House For Sale,$350k-$500k,cluster2,4.3
1822 Harcum Way UNIT S3,Pittsburgh,PA,15203," $369,000 ",,2,3,1905,112,1,1,1,0,1,,3.6,Condo For Sale,$350k-$500k,cluster2,3.7
